,Price,YearBuilt,Rooms,Bedroom2,Bathroom,Distance,Car,Postcode,Landsize,Eastern Metropolitan,Eastern Victoria,Northern Metropolitan,Northern Victoria,South-Eastern Metropolitan,Southern Metropolitan,Western Metropolitan,Western Victoria,t,u
2266,1395000.0,1996.0,3,3.0,2.0,7.7,1.0,3184.0,400.0,0,0,0,0,0,1,0,0,1,0
2267,855000.0,1960.0,2,2.0,1.0,7.7,1.0,3184.0,1966.0,0,0,0,0,0,1,0,0,0,1
2268,1050000.0,2009.0,2,2.0,2.0,7.7,2.0,3184.0,2381.0,0,0,0,0,0,1,0,0,0,1
2271,1911000.0,1900.0,3,3.0,1.0,7.7,2.0,3184.0,327.0,0,0,0,0,0,1,0,0,0,0
2272,790000.0,1940.0,2,2.0,1.0,7.7,2.0,3184.0,0.0,0,0,0,0,0,1,0,0,0,1
2273,550000.0,1960.0,2,2.0,1.0,7.7,1.0,3184.0,0.0,0,0,0,0,0,1,0,0,0,1
2274,357000.0,1965.0,1,1.0,1.0,7.7,1.0,3184.0,0.0,0,0,0,0,0,1,0,0,0,1
2276,1210000.0,1890.0,2,2.0,1.0,7.7,0.0,3184.0,163.0,0,0,0,0,0,1,0,0,0,0
2277,825000.0,1930.0,2,2.0,1.0,7.7,2.0,3184.0,0.0,0,0,0,0,0,1,0,0,0,1
2278,1050000.0,1920.0,3,3.0,1.0,7.7,0.0,3184.0,257.0,0,0,0,0,0,1,0,0,0,0
2279,632000.0,1970.0,2,2.0,1.0,7.7,1.0,3184.0,0.0,0,0,0,0,0,1,0,0,0,1
2281,485000.0,1970.0,1,1.0,1.0,7.7,1.0,3184.0,0.0,0,0,0,0,0,1,0,0,0,1
2283,575000.0,1950.0,2,2.0,1.0,7.7,0.0,3184.0,483.0,0,0,0,0,0,1,0,0,0,1
2284,590000.0,1970.0,2,2.0,1.0,7.7,1.0,3184.0,0.0,0,0,0,0,0,1,0,0,0,1
2285,1238000.0,1996.0,3,3.0,2.0,7.7,1.0,3184.0,116.0,0,0,0,0,0,1,0,0,0,0
2287,510000.0,1950.0,2,2.0,1.0,7.7,1.0,3184.0,0.0,0,0,0,0,0,1,0,0,0,1
2288,717000.0,1950.0,2,2.0,1.0,7.7,1.0,3184.0,0.0,0,0,0,0,0,1,0,0,0,1
2289,1875000.0,1910.0,4,4.0,2.0,7.7,0.0,3184.0,223.0,0,0,0,0,0,1,0,0,0,0
2291,780000.0,1960.0,3,3.0,1.0,7.7,1.0,3184.0,0.0,0,0,0,0,0,1,0,0,0,1
2292,878500.0,2002.0,3,3.0,2.0,7.7,1.0,3184.0,75.0,0,0,0,0,0,1,0,0,0,0
2293,3572000.0,1915.0,3,4.0,2.0,7.7,6.0,3184.0,737.0,0,0,0,0,0,1,0,0,0,0
2294,1015000.0,2003.0,2,2.0,1.0,7.7,2.0,3184.0,0.0,0,0,0,0,0,1,0,0,0,1
2296,630000.0,1960.0,2,2.0,1.0,7.7,1.0,3184.0,0.0,0,0,0,0,0,1,0,0,0,1
2297,1700000.0,1910.0,3,3.0,2.0,7.7,2.0,3184.0,316.0,0,0,0,0,0,1,0,0,0,0
2298,686000.0,1970.0,2,2.0,1.0,7.7,1.0,3184.0,1622.0,0,0,0,0,0,1,0,0,0,1
2299,560000.0,1930.0,2,2.0,1.0,7.7,0.0,3184.0,0.0,0,0,0,0,0,1,0,0,0,1
2300,765000.0,1940.0,2,2.0,1.0,7.7,0.0,3184.0,0.0,0,0,0,0,0,1,0,0,0,1
2301,670000.0,1970.0,2,2.0,2.0,7.7,1.0,3184.0,0.0,0,0,0,0,0,1,0,0,0,1
2302,1625000.0,1950.0,3,3.0,2.0,7.7,1.0,3184.0,246.0,0,0,0,0,0,1,0,0,0,0
2303,1122000.0,1923.0,2,2.0,2.0,7.7,1.0,3184.0,0.0,0,0,0,0,0,1,0,0,0,1
2304,559000.0,1960.0,2,2.0,1.0,7.7,1.0,3184.0,1307.0,0,0,0,0,0,1,0,0,0,1
2305,369000.0,1970.0,1,1.0,1.0,7.7,1.0,3184.0,1547.0,0,0,0,0,0,1,0,0,0,1
2307,2400000.0,1920.0,4,4.0,2.0,7.7,2.0,3184.0,560.0,0,0,0,0,0,1,0,0,0,0
2308,655000.0,1965.0,2,2.0,1.0,7.7,1.0,3184.0,0.0,0,0,0,0,0,1,0,0,0,1
2309,684000.0,1930.0,2,2.0,1.0,7.7,0.0,3184.0,0.0,0,0,0,0,0,1,0,0,0,1
2310,451000.0,1970.0,1,1.0,1.0,7.7,1.0,3184.0,0.0,0,0,0,0,0,1,0,0,0,1
2311,500000.0,1970.0,2,2.0,1.0,7.7,1.0,3184.0,0.0,0,0,0,0,0,1,0,0,0,1
2312,680000.0,1930.0,2,2.0,1.0,7.7,1.0,3184.0,0.0,0,0,0,0,0,1,0,0,0,1
2313,600000.0,1960.0,2,2.0,1.0,7.7,1.0,3184.0,0.0,0,0,0,0,0,1,0,0,0,1
2314,370000.0,1960.0,1,1.0,1.0,7.7,1.0,3184.0,0.0,0,0,0,0,0,1,0,0,0,1
2317,390000.0,1960.0,1,1.0,1.0,7.7,1.0,3184.0,644.0,0,0,0,0,0,1,0,0,0,1
2319,630000.0,1935.0,2,2.0,1.0,7.7,1.0,3184.0,0.0,0,0,0,0,0,1,0,0,0,1
2322,640000.0,1940.0,2,2.0,1.0,7.7,0.0,3184.0,0.0,0,0,0,0,0,1,0,0,0,1
2323,932000.0,2012.0,2,2.0,2.0,7.7,1.0,3184.0,799.0,0,0,0,0,0,1,0,0,0,1
2324,645000.0,1975.0,2,2.0,1.0,7.7,1.0,3184.0,0.0,0,0,0,0,0,1,0,0,0,1
2325,347000.0,1970.0,1,1.0,1.0,7.7,1.0,3184.0,0.0,0,0,0,0,0,1,0,0,0,1
2326,875000.0,1930.0,2,2.0,1.0,7.7,1.0,3184.0,0.0,0,0,0,0,0,1,0,0,0,1
2327,582500.0,1970.0,2,2.0,1.0,7.7,1.0,3184.0,0.0,0,0,0,0,0,1,0,0,0,1
2328,570000.0,1940.0,2,2.0,1.0,7.7,1.0,3184.0,0.0,0,0,0,0,0,1,0,0,0,1
2329,1875000.0,2005.0,4,3.0,3.0,7.7,0.0,3184.0,235.0,0,0,0,0,0,1,0,0,0,0
2331,340000.0,1970.0,1,1.0,1.0,7.7,1.0,3184.0,0.0,0,0,0,0,0,1,0,0,0,1
2332,2200000.0,1900.0,4,4.0,3.0,7.7,2.0,3184.0,348.0,0,0,0,0,0,1,0,0,0,0
2333,687500.0,1930.0,2,2.0,1.0,7.7,1.0,3184.0,0.0,0,0,0,0,0,1,0,0,0,1
2334,680000.0,1960.0,2,2.0,1.0,7.7,1.0,3184.0,0.0,0,0,0,0,0,1,0,0,0,1
2335,730000.0,1940.0,2,2.0,1.0,7.7,1.0,3184.0,0.0,0,0,0,0,0,1,0,0,0,1
2336,526000.0,1930.0,2,2.0,1.0,7.7,0.0,3184.0,0.0,0,0,0,0,0,1,0,0,0,1
2337,920000.0,2010.0,3,3.0,2.0,7.7,2.0,3184.0,758.0,0,0,0,0,0,1,0,0,1,0
2338,1830000.0,1925.0,3,3.0,2.0,7.7,2.0,3184.0,374.0,0,0,0,0,0,1,0,0,0,0
2339,572500.0,1960.0,2,2.0,2.0,7.7,1.0,3184.0,1307.0,0,0,0,0,0,1,0,0,0,1
2340,1925000.0,1923.0,3,2.0,1.0,7.7,1.0,3184.0,393.0,0,0,0,0,0,1,0,0,0,0
2341,1425000.0,1950.0,3,3.0,2.0,8.0,2.0,3040.0,684.0,0,0,0,0,0,0,1,0,0,0
2342,660000.0,1980.0,2,2.0,1.0,8.0,1.0,3040.0,263.0,0,0,0,0,0,0,1,0,0,1
2343,550000.0,1980.0,2,2.0,1.0,8.0,1.0,3040.0,0.0,0,0,0,0,0,0,1,0,0,1
2345,1295000.0,1930.0,3,3.0,1.0,8.0,3.0,3040.0,688.0,0,0,0,0,0,0,1,0,0,0
2347,595000.0,1990.0,2,2.0,1.0,8.0,2.0,3040.0,752.0,0,0,0,0,0,0,1,0,1,0
2348,911000.0,2008.0,3,3.0,2.0,8.0,2.0,3040.0,225.0,0,0,0,0,0,0,1,0,0,0
2349,900000.0,1980.0,4,4.0,2.0,8.0,1.0,3040.0,288.0,0,0,0,0,0,0,1,0,0,0
2350,645000.0,1980.0,2,2.0,1.0,8.0,1.0,3040.0,0.0,0,0,0,0,0,0,1,0,0,1
2353,702500.0,2008.0,2,2.0,1.0,8.0,1.0,3040.0,168.0,0,0,0,0,0,0,1,0,0,1
2354,960000.0,1950.0,3,3.0,1.0,8.0,2.0,3040.0,549.0,0,0,0,0,0,0,1,0,0,0
2355,1670000.0,1920.0,4,4.0,2.0,8.0,1.0,3040.0,291.0,0,0,0,0,0,0,1,0,0,0
2356,1100000.0,1890.0,3,3.0,2.0,8.0,1.0,3040.0,789.0,0,0,0,0,0,0,1,0,0,0
2357,1800000.0,1910.0,4,3.0,2.0,8.0,2.0,3040.0,648.0,0,0,0,0,0,0,1,0,0,0
2358,1250000.0,2015.0,4,3.0,3.0,8.0,2.0,3040.0,374.0,0,0,0,0,0,0,1,0,1,0
2360,1130000.0,1950.0,2,2.0,1.0,8.0,1.0,3040.0,646.0,0,0,0,0,0,0,1,0,0,0
2361,370000.0,1975.0,2,2.0,1.0,8.0,3.0,3040.0,0.0,0,0,0,0,0,0,1,0,0,1
2362,1467000.0,1900.0,3,3.0,2.0,8.0,2.0,3040.0,188.0,0,0,0,0,0,0,1,0,0,0
2367,2800000.0,2005.0,5,5.0,4.0,8.0,6.0,3040.0,877.0,0,0,0,0,0,0,1,0,0,0
2368,325000.0,1975.0,1,1.0,1.0,8.0,1.0,3040.0,0.0,0,0,0,0,0,0,1,0,0,1
2369,521000.0,1970.0,2,2.0,1.0,8.0,1.0,3040.0,0.0,0,0,0,0,0,0,1,0,0,1
2371,1160000.0,2015.0,4,4.0,3.0,8.0,2.0,3040.0,256.0,0,0,0,0,0,0,1,0,0,0
2373,2620000.0,1930.0,6,6.0,4.0,8.0,2.0,3040.0,860.0,0,0,0,0,0,0,1,0,0,0
2374,1226000.0,1955.0,3,3.0,1.0,8.0,3.0,3040.0,533.0,0,0,0,0,0,0,1,0,0,0
2376,1402000.0,1940.0,4,4.0,2.0,8.0,1.0,3040.0,554.0,0,0,0,0,0,0,1,0,0,0
2377,897000.0,2000.0,3,3.0,1.0,8.0,2.0,3040.0,226.0,0,0,0,0,0,0,1,0,0,0
2380,855000.0,1950.0,3,3.0,1.0,8.0,2.0,3040.0,396.0,0,0,0,0,0,0,1,0,0,0
2383,1275000.0,2008.0,4,4.0,2.0,8.0,2.0,3040.0,503.0,0,0,0,0,0,0,1,0,0,0
2385,1590000.0,2007.0,4,4.0,3.0,8.0,1.0,3040.0,475.0,0,0,0,0,0,0,1,0,0,0
2386,606000.0,1972.0,2,2.0,1.0,8.0,2.0,3040.0,0.0,0,0,0,0,0,0,1,0,0,1
2387,1385000.0,1930.0,3,3.0,2.0,8.0,1.0,3040.0,619.0,0,0,0,0,0,0,1,0,0,0
2388,650000.0,1985.0,3,3.0,2.0,8.0,1.0,3040.0,160.0,0,0,0,0,0,0,1,0,1,0
2389,460000.0,1960.0,2,2.0,1.0,8.0,1.0,3040.0,0.0,0,0,0,0,0,0,1,0,0,1
2390,1000000.0,2013.0,3,3.0,2.0,8.0,1.0,3040.0,291.0,0,0,0,0,0,0,1,0,1,0
2392,520000.0,1975.0,2,2.0,1.0,8.0,2.0,3040.0,0.0,0,0,0,0,0,0,1,0,0,1
2395,720000.0,1999.0,3,3.0,1.0,8.0,2.0,3040.0,190.0,0,0,0,0,0,0,1,0,1,0
2397,1635000.0,1900.0,4,4.0,1.0,8.0,2.0,3040.0,638.0,0,0,0,0,0,0,1,0,0,0
2398,485000.0,2010.0,2,2.0,1.0,8.0,1.0,3040.0,0.0,0,0,0,0,0,0,1,0,0,1
2401,1001000.0,1915.0,2,2.0,1.0,8.0,2.0,3040.0,244.0,0,0,0,0,0,0,1,0,0,0
2404,1575000.0,1988.0,5,5.0,3.0,8.0,2.0,3040.0,700.0,0,0,0,0,0,0,1,0,0,0
2405,280000.0,1960.0,1,1.0,1.0,8.0,1.0,3040.0,0.0,0,0,0,0,0,0,1,0,0,1
2406,1467000.0,1920.0,4,3.0,2.0,8.0,1.0,3040.0,683.0,0,0,0,0,0,0,1,0,0,0
2409,890000.0,1950.0,2,2.0,1.0,8.0,1.0,3040.0,649.0,0,0,0,0,0,0,1,0,0,0
2410,870000.0,1920.0,2,3.0,1.0,8.0,2.0,3040.0,319.0,0,0,0,0,0,0,1,0,0,0
2413,1134000.0,1950.0,3,3.0,1.0,8.0,1.0,3040.0,551.0,0,0,0,0,0,0,1,0,0,0
2415,320500.0,1970.0,1,1.0,1.0,8.0,1.0,3040.0,0.0,0,0,0,0,0,0,1,0,0,1
2416,650000.0,1994.0,2,2.0,1.0,8.0,1.0,3040.0,156.0,0,0,0,0,0,0,1,0,0,1
2417,1065000.0,1960.0,2,2.0,1.0,8.0,2.0,3040.0,477.0,0,0,0,0,0,0,1,0,0,0
2419,1610000.0,2010.0,4,4.0,2.0,8.0,2.0,3040.0,601.0,0,0,0,0,0,0,1,0,0,0
2421,930000.0,1990.0,2,2.0,1.0,8.0,2.0,3040.0,225.0,0,0,0,0,0,0,1,0,0,0
2423,395000.0,1975.0,2,2.0,1.0,8.0,1.0,3040.0,0.0,0,0,0,0,0,0,1,0,0,1
2426,1470000.0,2016.0,3,3.0,1.0,8.0,1.0,3040.0,687.0,0,0,0,0,0,0,1,0,0,0
2428,480000.0,2011.0,2,2.0,1.0,8.0,1.0,3040.0,0.0,0,0,0,0,0,0,1,0,0,1
2429,1475000.0,1910.0,3,3.0,1.0,8.0,2.0,3040.0,388.0,0,0,0,0,0,0,1,0,0,0
2430,750000.0,1997.0,3,3.0,1.0,8.0,1.0,3040.0,253.0,0,0,0,0,0,0,1,0,1,0
2431,390000.0,1970.0,2,2.0,1.0,8.0,1.0,3040.0,0.0,0,0,0,0,0,0,1,0,0,1
2434,1170000.0,2013.0,4,4.0,2.0,8.0,2.0,3040.0,0.0,0,0,0,0,0,0,1,0,0,1
2435,1600000.0,1930.0,4,4.0,3.0,8.0,1.0,3040.0,519.0,0,0,0,0,0,0,1,0,0,0
2436,1535000.0,1900.0,4,4.0,1.0,8.0,2.0,3040.0,638.0,0,0,0,0,0,0,1,0,0,0
2438,435000.0,1970.0,2,2.0,1.0,8.0,1.0,3040.0,0.0,0,0,0,0,0,0,1,0,0,1
2440,1460000.0,1920.0,3,3.0,2.0,8.0,1.0,3040.0,605.0,0,0,0,0,0,0,1,0,0,0
2441,736000.0,1940.0,2,2.0,1.0,8.0,1.0,3040.0,0.0,0,0,0,0,0,0,1,0,0,1
2442,405000.0,1970.0,2,2.0,1.0,8.0,1.0,3040.0,121.0,0,0,0,0,0,0,1,0,0,1
2443,450000.0,1970.0,2,2.0,1.0,8.0,1.0,3040.0,0.0,0,0,0,0,0,0,1,0,0,1
2444,740000.0,1988.0,2,2.0,1.0,8.0,1.0,3040.0,250.0,0,0,0,0,0,0,1,0,0,1
2445,691000.0,1995.0,2,2.0,1.0,8.0,1.0,3040.0,201.0,0,0,0,0,0,0,1,0,0,1
2447,2355000.0,1920.0,4,4.0,2.0,8.0,3.0,3040.0,715.0,0,0,0,0,0,0,1,0,0,0
2449,1560000.0,1950.0,4,4.0,1.0,8.0,2.0,3040.0,650.0,0,0,0,0,0,0,1,0,0,0
2451,1625000.0,1938.0,3,3.0,2.0,8.0,1.0,3040.0,858.0,0,0,0,0,0,0,1,0,0,0
2452,1150000.0,1900.0,3,3.0,1.0,8.0,0.0,3040.0,300.0,0,0,0,0,0,0,1,0,0,0
2455,360000.0,1970.0,2,2.0,1.0,8.0,1.0,3040.0,0.0,0,0,0,0,0,0,1,0,0,1
2456,645000.0,1994.0,2,2.0,1.0,8.0,1.0,3040.0,170.0,0,0,0,0,0,0,1,0,0,1
2457,250000.0,1970.0,1,1.0,1.0,8.0,1.0,3040.0,0.0,0,0,0,0,0,0,1,0,0,1
2460,872000.0,1970.0,3,3.0,1.0,8.0,1.0,3040.0,862.0,0,0,0,0,0,0,1,0,0,1
2462,630000.0,1975.0,2,2.0,1.0,8.0,1.0,3040.0,0.0,0,0,0,0,0,0,1,0,0,1
2463,440000.0,1970.0,2,2.0,1.0,8.0,1.0,3040.0,1011.0,0,0,0,0,0,0,1,0,0,1
2464,1811000.0,1930.0,5,5.0,3.0,8.0,2.0,3040.0,657.0,0,0,0,0,0,0,1,0,0,0
2465,1500000.0,1930.0,3,3.0,2.0,8.0,3.0,3040.0,440.0,0,0,0,0,0,0,1,0,0,0
2468,1290000.0,1960.0,3,3.0,1.0,8.0,1.0,3040.0,618.0,0,0,0,0,0,0,1,0,0,0
2470,1100000.0,1915.0,3,3.0,1.0,8.0,2.0,3040.0,0.0,0,0,0,0,0,0,1,0,0,0
2472,1270000.0,1996.0,4,3.0,2.0,8.0,2.0,3040.0,411.0,0,0,0,0,0,0,1,0,0,0
2473,1445000.0,1910.0,3,3.0,2.0,8.0,1.0,3040.0,400.0,0,0,0,0,0,0,1,0,0,0
2474,1113000.0,1950.0,4,3.0,1.0,8.0,2.0,3040.0,533.0,0,0,0,0,0,0,1,0,0,0
2475,370000.0,1960.0,2,2.0,1.0,8.0,1.0,3040.0,0.0,0,0,0,0,0,0,1,0,0,1
2477,590000.0,1970.0,2,2.0,1.0,8.0,1.0,3040.0,0.0,0,0,0,0,0,0,1,0,1,0
2478,396000.0,1975.0,2,2.0,1.0,9.4,1.0,3041.0,0.0,0,0,0,0,0,0,1,0,0,1
2480,393000.0,1970.0,2,2.0,1.0,9.4,1.0,3041.0,999.0,0,0,0,0,0,0,1,0,0,1
2483,450000.0,1960.0,2,2.0,1.0,9.4,1.0,3041.0,88.0,0,0,0,0,0,0,1,0,0,1
2484,1360000.0,1930.0,5,5.0,3.0,9.4,2.0,3041.0,463.0,0,0,0,0,0,0,1,0,0,0
2485,340000.0,1960.0,2,2.0,1.0,9.4,1.0,3041.0,0.0,0,0,0,0,0,0,1,0,0,1
2486,765000.0,2002.0,3,3.0,2.0,9.4,1.0,3041.0,0.0,0,0,0,0,0,0,1,0,0,1
2487,1605000.0,1940.0,4,3.0,2.0,9.4,2.0,3041.0,607.0,0,0,0,0,0,0,1,0,0,0
2488,712000.0,2009.0,3,3.0,2.0,9.4,2.0,3041.0,189.0,0,0,0,0,0,0,1,0,0,1
2490,1250000.0,1910.0,3,3.0,2.0,5.8,0.0,3078.0,327.0,0,0,1,0,0,0,0,0,0,0
2491,1350000.0,2000.0,3,3.0,1.0,5.8,2.0,3078.0,309.0,0,0,1,0,0,0,0,0,0,0
2493,1064000.0,1900.0,3,3.0,1.0,5.8,1.0,3078.0,235.0,0,0,1,0,0,0,0,0,0,0
2494,1220000.0,1950.0,2,2.0,1.0,5.8,2.0,3078.0,537.0,0,0,1,0,0,0,0,0,0,0
2495,1160000.0,1890.0,4,4.0,2.0,5.8,1.0,3078.0,381.0,0,0,1,0,0,0,0,0,0,0
2496,505000.0,1970.0,2,2.0,1.0,5.8,1.0,3078.0,0.0,0,0,1,0,0,0,0,0,0,1
2497,602000.0,2013.0,2,2.0,1.0,5.8,1.0,3078.0,0.0,0,0,1,0,0,0,0,0,0,1
2498,846000.0,1990.0,3,3.0,1.0,5.8,1.0,3078.0,185.0,0,0,1,0,0,0,0,0,1,0
2499,400000.0,1970.0,2,2.0,1.0,5.8,1.0,3078.0,0.0,0,0,1,0,0,0,0,0,0,1
2501,445000.0,1970.0,2,2.0,1.0,5.8,1.0,3078.0,0.0,0,0,1,0,0,0,0,0,0,1
2502,730000.0,1985.0,2,2.0,1.0,5.8,1.0,3078.0,116.0,0,0,1,0,0,0,0,0,0,1
2503,1730000.0,2007.0,4,4.0,2.0,5.8,2.0,3078.0,490.0,0,0,1,0,0,0,0,0,0,0
2506,510000.0,1970.0,2,2.0,1.0,5.8,1.0,3078.0,1658.0,0,0,1,0,0,0,0,0,0,1
2509,2350000.0,1950.0,3,3.0,2.0,5.8,4.0,3078.0,735.0,0,0,1,0,0,0,0,0,0,0
2510,1350000.0,1930.0,3,3.0,1.0,5.8,4.0,3078.0,553.0,0,0,1,0,0,0,0,0,0,0
2511,2000000.0,2015.0,4,4.0,3.0,5.8,2.0,3078.0,575.0,0,0,1,0,0,0,0,0,0,0
2513,1065000.0,1930.0,3,3.0,1.0,5.8,2.0,3078.0,630.0,0,0,1,0,0,0,0,0,0,0
2514,805000.0,2008.0,2,2.0,1.0,5.8,1.0,3078.0,140.0,0,0,1,0,0,0,0,0,1,0
2515,1055000.0,1950.0,3,3.0,1.0,5.8,2.0,3078.0,382.0,0,0,1,0,0,0,0,0,0,0
2516,548000.0,2014.0,2,2.0,1.0,5.8,1.0,3078.0,0.0,0,0,1,0,0,0,0,0,0,1
2517,1500000.0,1910.0,3,3.0,1.0,5.8,1.0,3078.0,0.0,0,0,1,0,0,0,0,0,0,0
2518,600000.0,1970.0,2,2.0,1.0,5.8,2.0,3078.0,0.0,0,0,1,0,0,0,0,0,0,1
2520,545000.0,2002.0,2,2.0,1.0,5.8,1.0,3078.0,0.0,0,0,1,0,0,0,0,0,0,1
2522,1375000.0,1910.0,3,3.0,1.0,5.8,1.0,3078.0,496.0,0,0,1,0,0,0,0,0,0,0
2524,1252000.0,2004.0,3,3.0,2.0,1.6,2.0,3065.0,0.0,0,0,1,0,0,0,0,0,0,0
2525,810000.0,1965.0,2,2.0,1.0,1.6,2.0,3065.0,0.0,0,0,1,0,0,0,0,0,0,1
2527,1780000.0,1902.0,4,4.0,1.0,1.6,1.0,3065.0,186.0,0,0,1,0,0,0,0,0,0,0
2528,947500.0,1980.0,1,1.0,1.0,1.6,0.0,3065.0,87.0,0,0,1,0,0,0,0,0,0,0
2529,1460000.0,1890.0,2,2.0,1.0,1.6,0.0,3065.0,0.0,0,0,1,0,0,0,0,0,0,0
2531,880000.0,2000.0,2,2.0,2.0,1.6,2.0,3065.0,0.0,0,0,1,0,0,0,0,0,1,0
2532,3310000.0,1854.0,4,4.0,4.0,1.6,2.0,3065.0,337.0,0,0,1,0,0,0,0,0,0,0
2533,1481000.0,1900.0,3,3.0,2.0,1.6,1.0,3065.0,138.0,0,0,1,0,0,0,0,0,0,0
2535,1250000.0,1890.0,3,3.0,1.0,1.6,1.0,3065.0,113.0,0,0,1,0,0,0,0,0,0,0
2538,1950000.0,1890.0,4,4.0,1.0,1.6,0.0,3065.0,177.0,0,0,1,0,0,0,0,0,0,0
2539,597000.0,2000.0,1,1.0,1.0,1.6,1.0,3065.0,0.0,0,0,1,0,0,0,0,0,0,1
2541,465000.0,2011.0,1,1.0,1.0,1.6,1.0,3065.0,0.0,0,0,1,0,0,0,0,0,0,1
2542,1620000.0,1880.0,4,3.0,2.0,1.6,1.0,3065.0,132.0,0,0,1,0,0,0,0,0,0,0
2544,850000.0,2000.0,3,3.0,2.0,1.6,1.0,3065.0,2782.0,0,0,1,0,0,0,0,0,0,1
2546,1122000.0,1890.0,2,2.0,1.0,1.6,0.0,3065.0,106.0,0,0,1,0,0,0,0,0,0,0
2548,1300000.0,1900.0,2,2.0,1.0,1.6,1.0,3065.0,157.0,0,0,1,0,0,0,0,0,0,0
2549,420000.0,1975.0,1,1.0,1.0,1.6,1.0,3065.0,782.0,0,0,1,0,0,0,0,0,0,1
2550,715000.0,1900.0,2,2.0,1.0,1.6,1.0,3065.0,0.0,0,0,1,0,0,0,0,0,0,1
2552,800000.0,1995.0,2,2.0,2.0,1.6,1.0,3065.0,64.0,0,0,1,0,0,0,0,0,0,0
2553,710000.0,2002.0,2,2.0,1.0,1.6,1.0,3065.0,0.0,0,0,1,0,0,0,0,0,1,0
2554,630000.0,2007.0,2,2.0,1.0,1.6,1.0,3065.0,0.0,0,0,1,0,0,0,0,0,0,1
2555,4011000.0,1890.0,4,4.0,3.0,1.6,2.0,3065.0,286.0,0,0,1,0,0,0,0,0,0,0
2556,677000.0,1850.0,2,2.0,1.0,1.6,0.0,3065.0,67.0,0,0,1,0,0,0,0,0,0,0
2557,700000.0,2010.0,2,2.0,2.0,3.5,1.0,3068.0,4332.0,0,0,1,0,0,0,0,0,0,1
2558,860000.0,1880.0,2,2.0,1.0,3.5,0.0,3068.0,104.0,0,0,1,0,0,0,0,0,0,0
2559,870000.0,1910.0,2,2.0,1.0,3.5,0.0,3068.0,107.0,0,0,1,0,0,0,0,0,0,0
2561,1450000.0,1950.0,4,4.0,2.0,3.5,1.0,3068.0,266.0,0,0,1,0,0,0,0,0,0,0
2563,700000.0,2011.0,2,2.0,2.0,3.5,2.0,3068.0,4296.0,0,0,1,0,0,0,0,0,0,1
2565,358500.0,1975.0,1,1.0,1.0,3.5,1.0,3068.0,0.0,0,0,1,0,0,0,0,0,0,1
2567,770000.0,1905.0,2,2.0,2.0,3.5,1.0,3068.0,134.0,0,0,1,0,0,0,0,0,0,0
2568,1008000.0,1890.0,2,2.0,1.0,3.5,1.0,3068.0,150.0,0,0,1,0,0,0,0,0,0,0
2569,1015000.0,2000.0,3,3.0,2.0,3.5,1.0,3068.0,112.0,0,0,1,0,0,0,0,0,1,0
2570,1371000.0,1900.0,3,2.0,1.0,3.5,1.0,3068.0,197.0,0,0,1,0,0,0,0,0,0,0
2573,720000.0,2011.0,2,2.0,2.0,3.5,1.0,3068.0,4296.0,0,0,1,0,0,0,0,0,0,1
2574,1286000.0,1915.0,3,3.0,1.0,3.5,0.0,3068.0,275.0,0,0,1,0,0,0,0,0,0,0
2575,1655000.0,1900.0,3,3.0,1.0,3.5,0.0,3068.0,176.0,0,0,1,0,0,0,0,0,0,0
2577,1600000.0,2000.0,3,3.0,3.0,3.5,1.0,3068.0,188.0,0,0,1,0,0,0,0,0,1,0
2580,1950000.0,1890.0,4,4.0,2.0,3.5,2.0,3068.0,233.0,0,0,1,0,0,0,0,0,0,0
2581,3400000.0,1890.0,4,3.0,2.0,3.5,1.0,3068.0,445.0,0,0,1,0,0,0,0,0,0,0
2582,1785000.0,1900.0,4,4.0,2.0,3.5,1.0,3068.0,188.0,0,0,1,0,0,0,0,0,0,0
2584,1210000.0,1885.0,2,2.0,1.0,3.5,1.0,3068.0,223.0,0,0,1,0,0,0,0,0,0,0
2585,1275000.0,1890.0,3,3.0,2.0,3.5,1.0,3068.0,104.0,0,0,1,0,0,0,0,0,0,0
2589,1290000.0,1890.0,2,2.0,1.0,3.5,0.0,3068.0,136.0,0,0,1,0,0,0,0,0,0,0
2590,750000.0,2002.0,2,2.0,2.0,3.5,2.0,3068.0,0.0,0,0,1,0,0,0,0,0,1,0
2592,675000.0,2010.0,2,2.0,1.0,3.5,2.0,3068.0,0.0,0,0,1,0,0,0,0,0,0,1
2593,1700000.0,2008.0,4,4.0,3.0,3.5,2.0,3068.0,127.0,0,0,1,0,0,0,0,0,1,0
2595,1080000.0,2016.0,3,3.0,2.0,3.5,1.0,3068.0,77.0,0,0,1,0,0,0,0,0,1,0
2597,1222500.0,1940.0,2,2.0,1.0,3.5,2.0,3068.0,487.0,0,0,1,0,0,0,0,0,0,0
2598,330000.0,1970.0,1,1.0,1.0,3.5,1.0,3068.0,0.0,0,0,1,0,0,0,0,0,0,1
2602,937500.0,1890.0,2,2.0,1.0,3.5,0.0,3068.0,100.0,0,0,1,0,0,0,0,0,0,0
2603,1710000.0,1880.0,3,3.0,2.0,3.5,0.0,3068.0,357.0,0,0,1,0,0,0,0,0,0,0
2605,1300000.0,1890.0,3,3.0,1.0,3.5,1.0,3068.0,203.0,0,0,1,0,0,0,0,0,0,0
2607,490000.0,2012.0,2,2.0,1.0,3.5,1.0,3068.0,4296.0,0,0,1,0,0,0,0,0,0,1
